,cand_id,cand_name,votes,total,state,fips,pct
17888,WI27069,Gary Johnson,8890,236269,WI,55133,0.037626604
17889,WI27072,Jill Stein,1674,236269,WI,55133,0.007085144
17890,WI27071,Darrell Castle,840,236269,WI,55133,0.00355527
17891,WI27070,Rocky De La Fuente,83,236269,WI,55133,0.000351294
17892,WI27073,Monica Moorehead,64,236269,WI,55133,0.000270878
17879,WI27062,Donald Trump,51729,76246,WI,55131,0.678448706
17880,WI27063,Hillary Clinton,20854,76246,WI,55131,0.27350943
17881,WI27069,Gary Johnson,2745,76246,WI,55131,0.036001889
17882,WI27072,Jill Stein,548,76246,WI,55131,0.007187262
17883,WI27071,Darrell Castle,309,76246,WI,55131,0.004052672
17884,WI27073,Monica Moorehead,36,76246,WI,55131,0.000472156
17885,WI27070,Rocky De La Fuente,25,76246,WI,55131,0.000327886
17872,WI27062,Donald Trump,5404,9059,WI,55129,0.596533834
17873,WI27063,Hillary Clinton,3283,9059,WI,55129,0.362402031
17874,WI27069,Gary Johnson,267,9059,WI,55129,0.029473452
17875,WI27072,Jill Stein,74,9059,WI,55129,0.008168672
17876,WI27071,Darrell Castle,26,9059,WI,55129,0.002870074
17877,WI27073,Monica Moorehead,3,9059,WI,55129,0.000331162
17878,WI27070,Rocky De La Fuente,2,9059,WI,55129,0.000220775
17865,WI27062,Donald Trump,28848,50570,WI,55127,0.570456793
17866,WI27063,Hillary Clinton,18706,50570,WI,55127,0.369903105
17867,WI27069,Gary Johnson,2116,50570,WI,55127,0.04184299
17868,WI27072,Jill Stein,612,50570,WI,55127,0.012102037
17869,WI27071,Darrell Castle,222,50570,WI,55127,0.004389955
17870,WI27073,Monica Moorehead,34,50570,WI,55127,0.000672335
17871,WI27070,Rocky De La Fuente,32,50570,WI,55127,0.000632786
17858,WI27062,Donald Trump,8169,13453,WI,55125,0.607225154
17859,WI27063,Hillary Clinton,4769,13453,WI,55125,0.354493422
17860,WI27069,Gary Johnson,340,13453,WI,55125,0.025273173
17861,WI27072,Jill Stein,116,13453,WI,55125,0.008622612
17862,WI27071,Darrell Castle,45,13453,WI,55125,0.003344979
17863,WI27073,Monica Moorehead,11,13453,WI,55125,0.000817661
17864,WI27070,Rocky De La Fuente,3,13453,WI,55125,0.000222999
17851,WI27062,Donald Trump,6994,14193,WI,55123,0.49277813
17852,WI27063,Hillary Clinton,6351,14193,WI,55123,0.447474107
17853,WI27069,Gary Johnson,447,14193,WI,55123,0.031494399
17854,WI27072,Jill Stein,296,14193,WI,55123,0.020855351
17855,WI27071,Darrell Castle,83,14193,WI,55123,0.005847953
17856,WI27070,Rocky De La Fuente,11,14193,WI,55123,0.00077503
17857,WI27073,Monica Moorehead,11,14193,WI,55123,0.00077503
17844,WI27062,Donald Trump,7370,13581,WI,55121,0.542669906
17845,WI27063,Hillary Clinton,5645,13581,WI,55121,0.415654223
17846,WI27069,Gary Johnson,372,13581,WI,55121,0.027391208
17847,WI27072,Jill Stein,114,13581,WI,55121,0.00839408
17848,WI27071,Darrell Castle,69,13581,WI,55121,0.005080627
17849,WI27073,Monica Moorehead,6,13581,WI,55121,0.000441794
17850,WI27070,Rocky De La Fuente,5,13581,WI,55121,0.000368161
17837,WI27062,Donald Trump,6589,9417,WI,55119,0.699692046
17838,WI27063,Hillary Clinton,2398,9417,WI,55119,0.254645853
17839,WI27069,Gary Johnson,279,9417,WI,55119,0.02962727
17840,WI27071,Darrell Castle,67,9417,WI,55119,0.007114792
17841,WI27072,Jill Stein,67,9417,WI,55119,0.007114792
17842,WI27070,Rocky De La Fuente,10,9417,WI,55119,0.001061909
17843,WI27073,Monica Moorehead,7,9417,WI,55119,0.000743337
17830,WI27062,Donald Trump,32368,58290,WI,55117,0.555292503
17831,WI27063,Hillary Clinton,22636,58290,WI,55117,0.388334191
17832,WI27069,Gary Johnson,2320,58290,WI,55117,0.039800995
17833,WI27072,Jill Stein,538,58290,WI,55117,0.009229714
17834,WI27071,Darrell Castle,360,58290,WI,55117,0.006176016
17835,WI27073,Monica Moorehead,49,58290,WI,55117,0.000840624
17836,WI27070,Rocky De La Fuente,19,58290,WI,55117,0.000325956
17823,WI27062,Donald Trump,12742,19697,WI,55115,0.646900543
17824,WI27063,Hillary Clinton,6056,19697,WI,55115,0.307457989
17825,WI27069,Gary Johnson,603,19697,WI,55115,0.030613799
17826,WI27072,Jill Stein,160,19697,WI,55115,0.008123064
17827,WI27071,Darrell Castle,108,19697,WI,55115,0.005483068
17828,WI27070,Rocky De La Fuente,19,19697,WI,55115,0.000964614
17829,WI27073,Monica Moorehead,9,19697,WI,55115,0.000456922
17816,WI27062,Donald Trump,4625,7767,WI,55113,0.595468006
17817,WI27063,Hillary Clinton,2846,7767,WI,55113,0.366422042
17818,WI27069,Gary Johnson,188,7767,WI,55113,0.02420497
17819,WI27072,Jill Stein,78,7767,WI,55113,0.010042487
17820,WI27071,Darrell Castle,26,7767,WI,55113,0.003347496
17821,WI27070,Rocky De La Fuente,2,7767,WI,55113,0.0002575
17822,WI27073,Monica Moorehead,2,7767,WI,55113,0.0002575
17809,WI27063,Hillary Clinton,16050,33848,WI,55111,0.474178681
17810,WI27062,Donald Trump,15871,33848,WI,55111,0.468890333
17811,WI27069,Gary Johnson,1208,33848,WI,55111,0.035688962
17812,WI27072,Jill Stein,472,33848,WI,55111,0.013944694
17813,WI27071,Darrell Castle,160,33848,WI,55111,0.004727015
17814,WI27070,Rocky De La Fuente,60,33848,WI,55111,0.001772631
17815,WI27073,Monica Moorehead,27,33848,WI,55111,0.000797684
17802,WI27062,Donald Trump,26123,46819,WI,55109,0.55795724
17803,WI27063,Hillary Clinton,17496,46819,WI,55109,0.37369444
17804,WI27069,Gary Johnson,2338,46819,WI,55109,0.049936991
17805,WI27072,Jill Stein,513,46819,WI,55109,0.01095709
17806,WI27071,Darrell Castle,266,46819,WI,55109,0.005681454
17807,WI27070,Rocky De La Fuente,62,46819,WI,55109,0.001324249
17808,WI27073,Monica Moorehead,21,46819,WI,55109,0.000448536
17795,WI27062,Donald Trump,4564,7029,WI,55107,0.649310001
17796,WI27063,Hillary Clinton,2171,7029,WI,55107,0.308863281
17797,WI27069,Gary Johnson,189,7029,WI,55107,0.026888604
17798,WI27072,Jill Stein,56,7029,WI,55107,0.007966994
17799,WI27071,Darrell Castle,41,7029,WI,55107,0.005832978
17800,WI27073,Monica Moorehead,5,7029,WI,55107,0.000711339
17801,WI27070,Rocky De La Fuente,3,7029,WI,55107,0.000426803
17788,WI27063,Hillary Clinton,39336,75043,WI,55105,0.52417947
17789,WI27062,Donald Trump,31483,75043,WI,55105,0.419532801
17790,WI27069,Gary Johnson,2859,75043,WI,55105,0.038098157
17791,WI27072,Jill Stein,885,75043,WI,55105,0.011793239
17792,WI27071,Darrell Castle,385,75043,WI,55105,0.005130392
17793,WI27073,Monica Moorehead,58,75043,WI,55105,0.00077289
17794,WI27070,Rocky De La Fuente,37,75043,WI,55105,0.000493051
17781,WI27062,Donald Trump,4021,7962,WI,55103,0.505023863
17782,WI27063,Hillary Clinton,3577,7962,WI,55103,0.44925898
17783,WI27069,Gary Johnson,219,7962,WI,55103,0.027505652
17784,WI27072,Jill Stein,107,7962,WI,55103,0.013438834
17785,WI27071,Darrell Castle,31,7962,WI,55103,0.003893494
17786,WI27073,Monica Moorehead,4,7962,WI,55103,0.000502386
17787,WI27070,Rocky De La Fuente,3,7962,WI,55103,0.00037679
17774,WI27062,Donald Trump,46620,93678,WI,55101,0.497662205
17775,WI27063,Hillary Clinton,42506,93678,WI,55101,0.45374581
17776,WI27069,Gary Johnson,3246,93678,WI,55101,0.034650612
17777,WI27072,Jill Stein,834,93678,WI,55101,0.008902837
17778,WI27071,Darrell Castle,372,93678,WI,55101,0.00397105
17779,WI27073,Monica Moorehead,58,93678,WI,55101,0.000619142
17780,WI27070,Rocky De La Fuente,42,93678,WI,55101,0.000448344
17767,WI27062,Donald Trump,4562,7560,WI,55099,0.603439153
17768,WI27063,Hillary Clinton,2671,7560,WI,55099,0.353306878
17769,WI27069,Gary Johnson,199,7560,WI,55099,0.026322751
17770,WI27072,Jill Stein,83,7560,WI,55099,0.010978836
17771,WI27071,Darrell Castle,41,7560,WI,55099,0.00542328
17772,WI27070,Rocky De La Fuente,2,7560,WI,55099,0.00026455
17773,WI27073,Monica Moorehead,2,7560,WI,55099,0.00026455
17760,WI27063,Hillary Clinton,18524,38123,WI,55097,0.4859009
17761,WI27062,Donald Trump,17310,38123,WI,55097,0.454056606
17762,WI27069,Gary Johnson,1490,38123,WI,55097,0.039084018
17763,WI27072,Jill Stein,583,38123,WI,55097,0.015292606
17764,WI27071,Darrell Castle,157,38123,WI,55097,0.004118249
17765,WI27070,Rocky De La Fuente,41,38123,WI,55097,0.001075466
17766,WI27073,Monica Moorehead,18,38123,WI,55097,0.000472156
17753,WI27062,Donald Trump,13864,22691,WI,55095,0.610991142
17754,WI27063,Hillary Clinton,7568,22691,WI,55095,0.333524305
17755,WI27069,Gary Johnson,886,22691,WI,55095,0.039046318
17756,WI27072,Jill Stein,232,22691,WI,55095,0.010224318
17757,WI27071,Darrell Castle,106,22691,WI,55095,0.004671456
17758,WI27073,Monica Moorehead,18,22691,WI,55095,0.000793266
17759,WI27070,Rocky De La Fuente,17,22691,WI,55095,0.000749196
17746,WI27062,Donald Trump,11260,21089,WI,55093,0.53392764
17747,WI27063,Hillary Clinton,8380,21089,WI,55093,0.397363554
17748,WI27069,Gary Johnson,1044,21089,WI,55093,0.049504481
17749,WI27072,Jill Stein,281,21089,WI,55093,0.013324482
17750,WI27071,Darrell Castle,105,21089,WI,55093,0.004978899
17751,WI27070,Rocky De La Fuente,13,21089,WI,55093,0.000616435
17752,WI27073,Monica Moorehead,6,21089,WI,55093,0.000284509
17739,WI27062,Donald Trump,2228,3746,WI,55091,0.594767752
17740,WI27063,Hillary Clinton,1345,3746,WI,55091,0.359049653
17741,WI27069,Gary Johnson,115,3746,WI,55091,0.030699413
17742,WI27072,Jill Stein,33,3746,WI,55091,0.008809397
17743,WI27071,Darrell Castle,21,3746,WI,55091,0.00560598
17744,WI27070,Rocky De La Fuente,3,3746,WI,55091,0.000800854
17745,WI27073,Monica Moorehead,1,3746,WI,55091,0.000266951
17732,WI27062,Donald Trump,30458,53368,WI,55089,0.570716534
17733,WI27063,Hillary Clinton,20167,53368,WI,55089,0.377885624
17734,WI27069,Gary Johnson,2111,53368,WI,55089,0.039555539
17735,WI27072,Jill Stein,387,53368,WI,55089,0.007251537
17736,WI27071,Darrell Castle,205,53368,WI,55089,0.003841253
17737,WI27070,Rocky De La Fuente,20,53368,WI,55089,0.000374756
17738,WI27073,Monica Moorehead,20,53368,WI,55089,0.000374756
17725,WI27062,Donald Trump,51579,95162,WI,55087,0.542012568
17726,WI27063,Hillary Clinton,38117,95162,WI,55087,0.400548538
17727,WI27069,Gary Johnson,3905,95162,WI,55087,0.041035287
17728,WI27072,Jill Stein,983,95162,WI,55087,0.010329753
17729,WI27071,Darrell Castle,475,95162,WI,55087,0.004991488
17730,WI27073,Monica Moorehead,58,95162,WI,55087,0.000609487
17731,WI27070,Rocky De La Fuente,45,95162,WI,55087,0.000472878
17718,WI27062,Donald Trump,11677,20837,WI,55085,0.56039737
17719,WI27063,Hillary Clinton,8103,20837,WI,55085,0.388875558
17720,WI27069,Gary Johnson,751,20837,WI,55085,0.036041657
17721,WI27072,Jill Stein,191,20837,WI,55085,0.009166387
17722,WI27071,Darrell Castle,95,20837,WI,55085,0.004559198
17723,WI27073,Monica Moorehead,12,20837,WI,55085,0.000575899
17724,WI27070,Rocky De La Fuente,8,20837,WI,55085,0.000383932
17711,WI27062,Donald Trump,13255,19924,WI,55083,0.665278057
17712,WI27063,Hillary Clinton,5886,19924,WI,55083,0.295422606
17713,WI27069,Gary Johnson,569,19924,WI,55083,0.028558522
17714,WI27072,Jill Stein,114,19924,WI,55083,0.005721743
17715,WI27071,Darrell Castle,87,19924,WI,55083,0.004366593
17716,WI27073,Monica Moorehead,8,19924,WI,55083,0.000401526
17717,WI27070,Rocky De La Fuente,5,19924,WI,55083,0.000250954
17704,WI27062,Donald Trump,11442,19554,WI,55081,0.585148819
17705,WI27063,Hillary Clinton,7047,19554,WI,55081,0.360386622
17706,WI27069,Gary Johnson,701,19554,WI,55081,0.035849443
17707,WI27072,Jill Stein,229,19554,WI,55081,0.011711159
17708,WI27071,Darrell Castle,113,19554,WI,55081,0.005778869
17709,WI27070,Rocky De La Fuente,11,19554,WI,55081,0.000562545
17710,WI27073,Monica Moorehead,11,19554,WI,55081,0.000562545
17697,WI27063,Hillary Clinton,288986,434970,WI,55079,0.664381452
17698,WI27062,Donald Trump,126091,434970,WI,55079,0.28988436
17699,WI27069,Gary Johnson,13589,434970,WI,55079,0.031241235
17700,WI27072,Jill Stein,4534,434970,WI,55079,0.010423707
17701,WI27071,Darrell Castle,1261,434970,WI,55079,0.002899051
17702,WI27073,Monica Moorehead,312,434970,WI,55079,0.000717291
17703,WI27070,Rocky De La Fuente,197,434970,WI,55079,0.000452905
17690,WI27063,Hillary Clinton,1003,1279,WI,55078,0.784206411
17691,WI27062,Donald Trump,269,1279,WI,55078,0.210320563
17692,WI27072,Jill Stein,7,1279,WI,55078,0.005473026
17693,WI27071,Darrell Castle,0,1279,WI,55078,0
17694,WI27070,Rocky De La Fuente,0,1279,WI,55078,0
17695,WI27069,Gary Johnson,0,1279,WI,55078,0
17696,WI27073,Monica Moorehead,0,1279,WI,55078,0
17683,WI27062,Donald Trump,4712,7813,WI,55077,0.603097402
17684,WI27063,Hillary Clinton,2808,7813,WI,55077,0.359400998
17685,WI27069,Gary Johnson,187,7813,WI,55077,0.023934468
17686,WI27072,Jill Stein,50,7813,WI,55077,0.00639959
17687,WI27071,Darrell Castle,43,7813,WI,55077,0.005503648
17688,WI27073,Monica Moorehead,8,7813,WI,55077,0.001023934
17689,WI27070,Rocky De La Fuente,5,7813,WI,55077,0.000639959
17676,WI27062,Donald Trump,12995,19979,WI,55075,0.650432955
17677,WI27063,Hillary Clinton,6243,19979,WI,55075,0.312478102
17678,WI27069,Gary Johnson,507,19979,WI,55075,0.025376645
17679,WI27072,Jill Stein,131,19979,WI,55075,0.006556885
17680,WI27071,Darrell Castle,80,19979,WI,55075,0.004004204
17681,WI27070,Rocky De La Fuente,13,19979,WI,55075,0.000650683
17682,WI27073,Monica Moorehead,10,19979,WI,55075,0.000500526
17669,WI27062,Donald Trump,39010,68849,WI,55073,0.566602275
17670,WI27063,Hillary Clinton,26476,68849,WI,55073,0.3845517
17671,WI27069,Gary Johnson,2330,68849,WI,55073,0.033842176
17672,WI27072,Jill Stein,641,68849,WI,55073,0.00931023
17673,WI27071,Darrell Castle,331,68849,WI,55073,0.004807622
17674,WI27070,Rocky De La Fuente,32,68849,WI,55073,0.000464785
17675,WI27073,Monica Moorehead,29,68849,WI,55073,0.000421212
17662,WI27062,Donald Trump,23234,39991,WI,55071,0.580980721
17663,WI27063,Hillary Clinton,14563,39991,WI,55071,0.364156935
17664,WI27069,Gary Johnson,1559,39991,WI,55071,0.038983771
17665,WI27072,Jill Stein,347,39991,WI,55071,0.008676952
17666,WI27071,Darrell Castle,231,39991,WI,55071,0.0057763
17667,WI27073,Monica Moorehead,31,39991,WI,55071,0.000775174
17668,WI27070,Rocky De La Fuente,26,39991,WI,55071,0.000650146
17921,WI27062,Donald Trump,8400,14563,WI,55069,0.57680423
17922,WI27063,Hillary Clinton,5370,14563,WI,55069,0.368742704
17923,WI27069,Gary Johnson,595,14563,WI,55069,0.040856966
17924,WI27072,Jill Stein,114,14563,WI,55069,0.007828057
17925,WI27071,Darrell Castle,64,14563,WI,55069,0.004394699
17926,WI27073,Monica Moorehead,13,14563,WI,55069,0.000892673
17927,WI27070,Rocky De La Fuente,7,14563,WI,55069,0.00048067
17655,WI27062,Donald Trump,6436,10093,WI,55067,0.637669672
17656,WI27063,Hillary Clinton,3260,10093,WI,55067,0.322996136
17657,WI27069,Gary Johnson,279,10093,WI,55067,0.027642921
17658,WI27072,Jill Stein,66,10093,WI,55067,0.006539186
17659,WI27071,Darrell Castle,43,10093,WI,55067,0.004260378
17660,WI27073,Monica Moorehead,5,10093,WI,55067,0.000495393
17661,WI27070,Rocky De La Fuente,4,10093,WI,55067,0.000396314
17648,WI27062,Donald Trump,3977,7602,WI,55065,0.523151802
